Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
18 OCT 2024,FALCONTECH,SM,FALCON TECHNOPROJ IND LTD,Listed    ,18 OCT 2024,              10.00,           5356793,             46.55,      249358714.15
18 OCT 2024,FAZE3Q,EQ,FAZE THREE LIMITED       ,Listed    ,18 OCT 2024,              10.00,          24319000,            434.05,    10555661950.00    
18 OCT 2024,FCL,EQ,FINEOTEX CHEMICAL LIMITED,Listed    ,18 OCT 2024,               2.00,         110764989,            396.60,    43929394637.40       
18 OCT 2024,FCSSOFT,EQ,FCS SOFTWARE SOLN. LTD.  ,Listed    ,18 OCT 2024,               1.00,        1709553100,              3.35,     5744098416.00   
18 OCT 2024,FDC,EQ,FDC LIMITED              ,Listed    ,18 OCT 2024,               1.00,         162810084,            539.35,    87811618805.40       
18 OCT 2024,FEDERALBNK,EQ,FEDERAL BANK LTD         ,Listed    ,18 OCT 2024,               2.00,        2452687431,            195.30,   479009855274.30
18 OCT 2024,FEDFINA,EQ,FEDBANK FINANCIAL SER L  ,Listed    ,18 OCT 2024,              10.00,         371786703,            111.15,    41324092038.45   
18 OCT 2024,FEL,BZ,FUTURE ENTERPRISES LTD   ,Listed    ,18 OCT 2024,               2.00,         454930401,              0.80,      359395016.80       
18 OCT 2024,FELDVR,BE,FUTURE ENTERPRISES LTD   ,Listed    ,18 OCT 2024,               2.00,          39374679,              5.25,      206323317.95    
18 OCT 2024,FELIX,ST,FELIX INDUSTRIES LTD.    ,Listed    ,18 OCT 2024,              10.00,          13171490,            231.15,     3044589913.50     
18 OCT 2024,FIBERWEB,BE,FIBERWEB INDIA LIMITED   ,Listed    ,18 OCT 2024,              10.00,          28791710,             42.60,     1226238928.90  
18 OCT 2024,FIDEL,SM,FIDEL SOFTECH LIMITED    ,Listed    ,18 OCT 2024,              10.00,          13750560,            130.00,     1787572800.00     
18 OCT 2024,FIEMIND,EQ,FIEM INDUSTRIES LIMITED  ,Listed    ,18 OCT 2024,              10.00,          26319660,           1619.40,    42622057404.00   
18 OCT 2024,FILATEX,EQ,FILATEX INDIA LTD        ,Listed    ,18 OCT 2024,               1.00,         443855500,             56.75,    25184361070.00   
18 OCT 2024,FILATFASH,BE,FILATEX FASHIONS LIMITED ,Listed    ,18 OCT 2024,               1.00,        8334072725,              1.05,     8834117088.50 
18 OCT 2024,FINCABLES,EQ,FINOLEX CABLES LTD       ,Listed    ,18 OCT 2024,               2.00,         152939345,           1323.75,   202453457943.75 
18 OCT 2024,FINEORG,EQ,FINE ORGANIC IND. LTD.   ,Listed    ,18 OCT 2024,               5.00,          30659976,           5055.10,   154989244677.60   
18 OCT 2024,FINOPB,EQ,FINO PAYMENTS BANK LTD   ,Listed    ,18 OCT 2024,              10.00,          83214302,            421.70,    35091471153.40    
18 OCT 2024,FINPIPE,EQ,FINOLEX INDUSTRIES LTD   ,Listed    ,18 OCT 2024,               2.00,         620476905,            326.05,   202306494875.25   
18 OCT 2024,FIRSTCRY,EQ,BRAINBEES SOLUTIONS LTD  ,Listed    ,18 OCT 2024,               2.00,         519184169,            682.40,   354291276925.60  
18 OCT 2024,FIVESTAR,EQ,FIVE-STAR BUS FIN LTD    ,Listed    ,18 OCT 2024,               1.00,         292476375,            889.50,   260157735562.50  
18 OCT 2024,FLAIR,EQ,FLAIR WRITING INDUST LTD ,Listed    ,18 OCT 2024,               5.00,         105395378,            296.65,    31265538883.70     
18 OCT 2024,FLEXITUFF,BE,FLEXITUFF VENTURES INT L ,Listed    ,18 OCT 2024,              10.00,          30704082,             69.00,     2118581658.00 
18 OCT 2024,FLFL,BZ,FUT LIFESTYLE FASH LTD   ,Listed    ,18 OCT 2024,               2.00,         201774874,              2.35,      470135456.40      
18 OCT 2024,FLUOROCHEM,EQ,GUJARAT FLUOROCHEM LTD   ,Listed    ,18 OCT 2024,               1.00,         109850000,           4695.65,   515817152500.00
18 OCT 2024,FMGOETZE,EQ,FEDERAL-MOGUL GOETZE (IND,Listed    ,18 OCT 2024,              10.00,          55632130,            420.15,    23373839419.50  
18 OCT 2024,FMNL,BE,FUTURE MKT NETWORKS LTD  ,Listed    ,18 OCT 2024,              10.00,          57544381,             14.15,      814252991.15      
18 OCT 2024,FOCE,ST,FOCE INDIA LIMITED       ,Listed    ,18 OCT 2024,              10.00,           4892925,           1735.00,     8489224875.00      
18 OCT 2024,FOCUS,BE,FOCUS LIGHTG & FIXTRS LTD,Listed    ,18 OCT 2024,               2.00,          67253075,            124.00,     8339381300.00     
18 OCT 2024,FONEBOX,SM,FONEBOX RETAIL LIMITED   ,Listed    ,17 OCT 2024,              10.00,          10260000,            173.95,     1784727000.00   
18 OCT 2024,FOODSIN,EQ,FOODS & INNS LIMITED     ,Listed    ,18 OCT 2024,               1.00,          73118534,            128.85,     9421323105.90   
18 OCT 2024,FORCAS,SM,FORCAS STUDIO LIMITED    ,Listed    ,18 OCT 2024,              10.00,          17580000,             99.00,     1740420000.00    
18 OCT 2024,FORCEMOT,EQ,FORCE MOTORS LIMITED     ,Listed    ,18 OCT 2024,              10.00,          13032914,           6909.25,    90047661054.50  
18 OCT 2024,FORGEAUTO,SM,FORGE AUTO INTERNATION L ,Listed    ,18 OCT 2024,              10.00,          10920000,            105.20,     1148784000.00 
18 OCT 2024,FORTIS,EQ,FORTIS HEALTHCARE LTD    ,Listed    ,18 OCT 2024,              10.00,         754958148,            609.55,   460184739113.40    
18 OCT 2024,FOSECOIND,EQ,FOSECO INDIA LTD         ,Listed    ,18 OCT 2024,              10.00,           6386459,           4658.40,    29750680605.60 
18 OCT 2024,FROG,SM,FROG CELLSAT LIMITED     ,Listed    ,18 OCT 2024,              10.00,          15482250,            373.40,     5781072150.00      
18 OCT 2024,FSC,BZ,FUTURE SUPP CHAIN SOL LTD,Listed    ,18 OCT 2024,              10.00,          43883598,              2.00,       87767196.00       
18 OCT 2024,FSL,EQ,FIRSTSOURCE SOLU. LTD.   ,Listed    ,18 OCT 2024,              10.00,         696990826,            331.90,   231331255149.40       
18 OCT 2024,FUSION,EQ,FUSION FINANCE LIMITED   ,Listed    ,18 OCT 2024,              10.00,         101023885,            208.25,    21040244528.95    
18 OCT 2024,GABRIEL,EQ,GABRIEL INDIA LTD        ,Listed    ,18 OCT 2024,               1.00,         143643940,            441.85,    63469074889.00   
18 OCT 2024,GAEL,EQ,GUJARAT AMBUJA EXPORTS LT,Listed    ,18 OCT 2024,               1.00,         458670660,            136.70,    62700279222.00      
18 OCT 2024,GAIL,EQ,GAIL (INDIA) LTD         ,Listed    ,18 OCT 2024,              10.00,        6575099644,            221.45,  1455924314170.90      
18 OCT 2024,GAJANAND,ST,GAJANAND INTERNATIONAL L ,Listed    ,18 OCT 2024,              10.00,          18835568,             22.35,      420974944.80  
18 OCT 2024,GALAPREC,EQ,GALA PRECISION ENG LTD   ,Listed    ,18 OCT 2024,              10.00,          12670000,            938.10,    11885727000.00  
18 OCT 2024,GALAXYSURF,EQ,GALAXY SURFACTANTS LTD   ,Listed    ,18 OCT 2024,              10.00,          35454752,           2961.35,   104993929835.20
18 OCT 2024,GALLANTT,BE,GALLANTT ISPAT LIMITED   ,Listed    ,18 OCT 2024,              10.00,         241280945,            361.35,    87186869475.75  
18 OCT 2024,GANDHAR,EQ,GANDHAR OIL REFINE IND L ,Listed    ,18 OCT 2024,               2.00,          97869822,            244.55,    23935043668.30   
18 OCT 2024,GANDHITUBE,EQ,GANDHI SPL. TUBES LTD    ,Listed    ,18 OCT 2024,               5.00,          12918616,            756.60,     9774224865.60
18 OCT 2024,GANECOS,EQ,GANESHA ECOSPHERE LIMITED,Listed    ,18 OCT 2024,              10.00,          25346984,           2314.30,    58660525071.20   
18 OCT 2024,GANESHBE,EQ,GANESH BENZOPLAST LIMITED,Listed    ,18 OCT 2024,               1.00,          71989421,            146.80,    10567327108.60  
18 OCT 2024,GANESHHOUC,EQ,GANESH HOUSING CORP LTD  ,Listed    ,18 OCT 2024,              10.00,          83387090,           1020.45,    85092355990.50
18 OCT 2024,GANGAFORGE,EQ,GANGA FORGING LIMITED    ,Listed    ,18 OCT 2024,               1.00,         134802230,              7.05,      953051766.10
18 OCT 2024,GANGESSECU,EQ,GANGES SECURITIES LIMITED,Listed    ,18 OCT 2024,              10.00,          10003687,            191.75,     1918106945.40
18 OCT 2024,GARFIBRES,EQ,GARWARE TECH FIBRES LTD  ,Listed    ,18 OCT 2024,              10.00,          19853169,           4224.45,    83868719782.05 
18 OCT 2024,GARUDA,EQ,GARUDA CONSTRUCT N ENG L ,Listed    ,18 OCT 2024,               5.00,          93041742,            105.05,     9773104579.70    
18 OCT 2024,GATEWAY,EQ,GATEWAY DISTRIPARKS LTD  ,Listed    ,18 OCT 2024,              10.00,         499643836,             86.00,    42974366334.35   
18 OCT 2024,GAYAHWS,BE,GAYATRI HIGHWAYS LIMITED ,Listed    ,18 OCT 2024,               2.00,         239651900,              1.30,      309150951.00   
18 OCT 2024,GEECEE,EQ,GEECEE VENTURES LIMITED  ,Listed    ,18 OCT 2024,              10.00,          20911729,            410.00,     8573808890.00    
18 OCT 2024,GEEKAYWIRE,BE,GEEKAY WIRES LIMITED     ,Listed    ,18 OCT 2024,               2.00,          52260000,            105.45,     5510817000.00
18 OCT 2024,GENCON,EQ,GENERIC ENG CONS PROJ LTD,Listed    ,18 OCT 2024,               5.00,          53036219,             41.10,     2180849325.30    
18 OCT 2024,GENESYS,EQ,GENESYS INTL CORPN LTD   ,Listed    ,18 OCT 2024,               5.00,          39634164,            728.60,    28877451890.40   
18 OCT 2024,GENSOL,EQ,GENSOL ENGINEERING LTD   ,Listed    ,18 OCT 2024,              10.00,          37872897,            825.25,    31254608249.25    
18 OCT 2024,GENUSPAPER,EQ,GENUS P&B LIMITED        ,Listed    ,18 OCT 2024,               1.00,         257125940,             24.05,     6178736338.20
18 OCT 2024,GENUSPOWER,EQ,GENUS POWER INFRASTRU LTD,Listed    ,18 OCT 2024,               1.00,         303754517,            430.15,   130660005487.55
18 OCT 2024,GEOJITFSL,EQ,GEOJIT FINANCIAL SER L   ,Listed    ,18 OCT 2024,               1.00,         279001896,            141.45,    39462028170.25 
18 OCT 2024,GEPIL,EQ,GE POWER INDIA LIMITED   ,Listed    ,18 OCT 2024,              10.00,          67227471,            389.60,    26191822701.60     
18 OCT 2024,GESHIP,EQ,THE GE SHPG.LTD          ,Listed    ,18 OCT 2024,              10.00,         142767161,           1268.05,   181035898506.05    
18 OCT 2024,GET&D,BE,GE T&D INDIA LIMITED     ,Listed    ,18 OCT 2024,               2.00,         256046535,           1824.85,   467246519394.75     
18 OCT 2024,GFLLIMITED,EQ,GFL LIMITED              ,Listed    ,18 OCT 2024,               1.00,         109850000,             99.45,    10924582500.00
18 OCT 2024,GGBL,SM,GANESH GREEN BHARAT LTD  ,Listed    ,18 OCT 2024,              10.00,          24801000,            386.80,     9593026800.00      
18 OCT 2024,GHCL,EQ,GHCL LIMITED             ,Listed    ,18 OCT 2024,              10.00,          95754786,            602.85,    57725772740.10      
18 OCT 2024,GHCLTEXTIL,EQ,GHCL TEXTILES LIMITED    ,Listed    ,18 OCT 2024,               2.00,          95585786,             92.30,     8821612189.95
18 OCT 2024,GICHSGFIN,EQ,GIC HOUSING FINANCE LTD  ,Listed    ,18 OCT 2024,              10.00,          53851066,            222.05,    11957629205.30 
18 OCT 2024,GICL,SM,GLOBE INTL CARRIERS LTD  ,Listed    ,18 OCT 2024,              10.00,          24919500,             60.00,     1495170000.00      
18 OCT 2024,GICRE,EQ,GENERAL INS CORP OF INDIA,Listed    ,18 OCT 2024,               5.00,        1754400000,            387.65,   680093160000.00     
18 OCT 2024,GILLANDERS,EQ,GILLANDERS ARBUTHNOT LTD ,Listed    ,18 OCT 2024,              10.00,          21342346,             90.50,     1931482313.00
18 OCT 2024,GILLETTE,EQ,GILLETTE INDIA LTD       ,Listed    ,18 OCT 2024,              10.00,          32585217,           8778.30,   286042810391.10  
18 OCT 2024,GINNIFILA,EQ,GINNI FILAMENTS LTD      ,Listed    ,18 OCT 2024,              10.00,          85650065,             32.15,     2755362591.05 
18 OCT 2024,GIPCL,EQ,GUJ IND POW CO. LTD      ,Listed    ,18 OCT 2024,              10.00,         151251188,            223.35,    33781952839.80     
18 OCT 2024,GIRIRAJ,SM,GIRIRAJ CIVIL DEVP LTD   ,Listed    ,17 OCT 2024,              10.00,          23920500,            400.00,     9568200000.00   
18 OCT 2024,GIRRESORTS,IT,GIR NATUREVIEW RESORT LTD,Listed    ,27 MAR 2024,              10.00,          17799650,            126.25,     2247205812.50
18 OCT 2024,GKWLIMITED,EQ,GKW LIMITED              ,Listed    ,18 OCT 2024,              10.00,           5966500,           3142.20,    18747936300.00
18 OCT 2024,GLAND,EQ,GLAND PHARMA LIMITED     ,Listed    ,18 OCT 2024,               1.00,         164751723,           1650.10,   271856818122.30     
18 OCT 2024,GLAXO,EQ,GLAXOSMITHKLINE PHARMA LT,Listed    ,18 OCT 2024,              10.00,         169406034,           2659.30,   450501466216.20     
18 OCT 2024,GLENMARK,EQ,GLENMARK PHARMACEUTICALS ,Listed    ,18 OCT 2024,               1.00,         282188156,           1738.45,   490569999798.20  
18 OCT 2024,GLFL,BE,GUJARAT LEASE FINANCING L,Listed    ,18 OCT 2024,              10.00,          27125767,              8.55,      232196565.50      
18 OCT 2024,GLOBAL,EQ,GLOBAL EDUCATION LIMITED ,Listed    ,18 OCT 2024,               5.00,          20360600,            195.35,     3977239604.00    
18 OCT 2024,GLOBALE,BE,GLOBALE TESSILE LIMITED  ,Listed    ,18 OCT 2024,              10.00,          10620275,             33.30,      353655157.50   
18 OCT 2024,GLOBALPET,SM,GLOBAL PET INDUSTRIES LTD,Listed    ,18 OCT 2024,              10.00,           9787408,            134.00,     1311512672.00 
18 OCT 2024,GLOBALVECT,BE,GLOBAL VEC HELICORP LTD  ,Listed    ,18 OCT 2024,              10.00,          14000000,            296.00,     4144000000.00
18 OCT 2024,GLOBE,BE,GLOBE TEXTILES (I) LTD.  ,Listed    ,18 OCT 2024,               2.00,         300279192,              5.00,     1501395960.00     
18 OCT 2024,GLOBUSSPR,EQ,GLOBUS SPIRITS LTD       ,Listed    ,18 OCT 2024,              10.00,          28869050,           1089.15,    31442725807.50 
18 OCT 2024,GLOSTERLTD,EQ,GLOSTER LIMITED          ,Listed    ,18 OCT 2024,              10.00,          10943260,            721.45,     7895014927.00
18 OCT 2024,GLS,EQ,GLENMARK LIFE SCIENCE LTD,Listed    ,18 OCT 2024,               2.00,         122528672,           1130.00,   138457399360.00       
18 OCT 2024,GMBREW,EQ,G M BREWERIES LTD        ,Listed    ,18 OCT 2024,              10.00,          22846924,            820.95,    18756182257.80    
18 OCT 2024,GMDCLTD,EQ,GUJARAT MINERAL DEV CORP ,Listed    ,18 OCT 2024,               2.00,         318000000,            358.30,   113939400000.00   
18 OCT 2024,GMMPFAUDLR,EQ,GMM PFAUDLER LIMITED     ,Listed    ,18 OCT 2024,               2.00,          44957224,           1449.95,    65185726938.80
18 OCT 2024,GMRINFRA,EQ,GMR AIRPORTS INFRA LTD   ,Listed    ,18 OCT 2024,               1.00,       10558975952,             85.75,   905537777643.50  
18 OCT 2024,GMRP&UI,EQ,GMR POW AND URBAN INFRA L,Listed    ,18 OCT 2024,               5.00,         714836194,            134.55,    96181209902.70   
18 OCT 2024,GNA,EQ,GNA AXLES LIMITED        ,Listed    ,18 OCT 2024,              10.00,          42930800,            422.20,    18125383760.00       
18 OCT 2024,GNFC,EQ,GUJ NAR VAL FER & CHEM L ,Listed    ,18 OCT 2024,              10.00,         146940683,            641.60,    94277142212.80      
18 OCT 2024,GOACARBON,EQ,GOA CARBON LIMITED       ,Listed    ,18 OCT 2024,              10.00,           9151052,            777.20,     7112197614.40 
18 OCT 2024,GOCLCORP,EQ,GOCL CORPORATION LIMITED ,Listed    ,18 OCT 2024,               2.00,          49572490,            421.20,    20879932788.00  
18 OCT 2024,GOCOLORS,EQ,GO FASHION INDIA LTD     ,Listed    ,18 OCT 2024,              10.00,          54008984,           1234.65,    66682192095.60  
18 OCT 2024,GODFRYPHLP,EQ,GODFREY PHILLIPS INDIA LT,Listed    ,18 OCT 2024,               2.00,          51993920,           6756.45,   351294320784.00
18 OCT 2024,GODHA,EQ,GODHA CABCON INSULAT LTD ,Listed    ,18 OCT 2024,               1.00,         666240000,              0.85,      559641600.00     
18 OCT 2024,GODIGIT,EQ,GO DIGIT GENERAL INS LTD ,Listed    ,18 OCT 2024,              10.00,         920944918,            365.40,   336513273037.20   
18 OCT 2024,GODREJAGRO,EQ,GODREJ AGROVET LIMITED   ,Listed    ,18 OCT 2024,              10.00,         192260688,            774.40,   148886676787.20
18 OCT 2024,GODREJCP,EQ,GODREJ CONSUMER PRODUCTS ,Listed    ,18 OCT 2024,               1.00,        1022894947,           1336.15,  1366741083434.05  
18 OCT 2024,GODREJIND,EQ,GODREJ INDUSTRIES LTD    ,Listed    ,18 OCT 2024,               1.00,         336752089,           1035.65,   348757300972.85 
18 OCT 2024,GODREJPROP,EQ,GODREJ PROPERTIES LTD    ,Listed    ,18 OCT 2024,               5.00,         278062112,           3133.65,   871349337268.80
18 OCT 2024,GOKEX,EQ,GOKALDAS EXPORTS LTD.    ,Listed    ,18 OCT 2024,               5.00,          71408128,            902.40,    64438694707.20     
18 OCT 2024,GOKUL,EQ,GOKUL REFOILS & SOLV LTD ,Listed    ,18 OCT 2024,               2.00,          98995000,             52.25,     5170508850.00     
18 OCT 2024,GOKULAGRO,EQ,GOKUL AGRO RESOURCES LTD ,Listed    ,18 OCT 2024,               2.00,         147543358,            264.20,    38980955183.60 
18 OCT 2024,GOLDENTOBC,BZ,GOLDEN TOBACCO LIMITED   ,Listed    ,18 OCT 2024,              10.00,          17608802,             39.00,      686567190.00
18 OCT 2024,GOLDIAM,EQ,GOLDIAM INTERNATIONAL LTD,Listed    ,18 OCT 2024,               2.00,         106795122,            384.60,    41073403921.20   
